station_id,name,address,district,lat,long,bike_stands,available_bikes,status,last_update
1016,1016 - PÊCHERIE,"6, Rue de la Platière",Lyon 1er Arrondissement,45.765944,4.831089,17,5,OPEN,2025-12-26T21:30:54+01:00
7056,7056 - PLACE RASPAIL,Place Raspail,Lyon 7e Arrondissement,45.755783,4.840745,22,19,OPEN,2025-12-26T21:33:18+01:00
10103,10103 - DOUA / RUE DES SPORTS,"7, Rue des Sports",Villeurbanne,45.784526,4.877482,30,5,OPEN,2025-12-26T21:31:35+01:00
10080,10080 - VAILLANT / PERRONCEL,"45, Rue Edouard Vaillant",Villeurbanne,45.775409,4.880261,17,1,OPEN,2025-12-26T21:32:35+01:00
5032,5032 - MÉNIVAL / EISENHOWER,"37, Avenue de Ménival",Lyon 5e Arrondissement,45.756757,4.783206,12,5,OPEN,2025-12-26T21:30:12+01:00
3070,3070 - REBATEL / SAINT-MAXIMIN,"62, Rue Saint Maximin",Lyon 3e Arrondissement,45.747835,4.872261,30,4,OPEN,2025-12-26T21:30:49+01:00
10074,10074 - ZOLA / PASSAGE REY,"141, Cours Emile Zola",Villeurbanne,45.770099,4.876728,19,18,OPEN,2025-12-26T21:34:24+01:00
8015,8015 - JEAN XXIII,"25, Rue Maryse Bastié",Lyon 8e Arrondissement,45.740324,4.874192,16,6,OPEN,2025-12-26T21:30:44+01:00
3089,3089 - TRARIEUX / LACASSAGNE,"Face 221, Avenue Lacassagne",Lyon 3e Arrondissement,45.745304,4.888964,24,19,OPEN,2025-12-26T21:29:01+01:00
10048,10048 - PLACE MARENGO,"54, Avenue Marc Sangnier",Villeurbanne,45.759176,4.875958,27,13,OPEN,2025-12-26T21:28:55+01:00
10115,10115 - PLACE D'ESPAGNE / STADE KRUGER,"137, Avenue Paul Krüger",Villeurbanne,45.754181,4.90528,22,12,OPEN,2025-12-26T21:35:00+01:00
10063,10063 - PERRIN / JEAN JAURÈS,"Face 24, Rue Antonin Perrin",Villeurbanne,45.7579236990649,4.88526502910926,34,17,OPEN,2025-12-26T21:31:28+01:00
10045,10045 - ALSACE ANATOLE FRANCE,"24, Rue Anatole France",Villeurbanne,45.766920999999996,4.870087,20,15,OPEN,2025-12-26T21:28:46+01:00
3085,3085 - SACRE COEUR,"66, Rue Antoine Charial",Lyon 3e Arrondissement,45.757864,4.868337,16,5,OPEN,2025-12-26T21:29:32+01:00
2041,2041 - SALA / CHARITÉ,"41, Rue Sala",Lyon 2e Arrondissement,45.754468,4.833041,21,16,OPEN,2025-12-26T21:33:20+01:00
10086,10086 - ANATOLE FRANCE,"Face 192, Rue Anatole France",Villeurbanne,45.769837,4.889629,10,3,OPEN,2025-12-26T21:34:32+01:00
7011,7011 - BERTHELOT / GARIBALDI,"111, Avenue Berthelot",Lyon 7e Arrondissement,45.743756,4.847406,15,4,OPEN,2025-12-26T21:31:41+01:00
10117,10117 - LA PERRALIÈRE,"166, Rue du 4 Août 1789",Villeurbanne,45.764567,4.892349,22,13,OPEN,2025-12-26T21:36:19+01:00
9041,9041 - CARRET / SÉDALLIAN,"30, Quai Paul Sédallian",Lyon 9e Arrondissement,45.792478,4.820567,18,4,OPEN,2025-12-26T21:32:44+01:00
9043,9043 - MARIETTON OUEST,"Face 77b, Rue Marietton",Lyon 9e Arrondissement,45.776087,4.7997250000000005,20,3,OPEN,2025-12-26T21:30:33+01:00
1024,1024 - ROUVILLE,Place Rouville,Lyon 1er Arrondissement,45.769684,4.824607,17,14,OPEN,2025-12-26T21:36:28+01:00
10035,10035 - BOIRON GRANGER,"45, Rue Pierre Baratin",Villeurbanne,45.763139,4.900492,16,10,OPEN,2025-12-26T21:33:17+01:00
5005,5005 - SAINT-PAUL,"Face 9, Place Saint Paul",Lyon 5e Arrondissement,45.766278,4.827425,23,5,OPEN,2025-12-26T21:34:21+01:00
4041,4041 - BOUSSANGES / AUSTERLITZ,"25, Rue d'Austerlitz",Lyon 4e Arrondissement,45.775070841112,4.83549930268728,18,8,OPEN,2025-12-26T21:29:40+01:00
6043,6043 - CITÉ INTERNATIONALE / CINÉMA,"80, Quai Charles de Gaulle",Lyon 6e Arrondissement,45.784698,4.851896,32,9,OPEN,2025-12-26T21:31:14+01:00
7051,7051 - GUILLOTIERE / NICOLAÏ,"241, Grande Rue de la Guillotière",Lyon 7e Arrondissement,45.747933,4.856358,30,21,OPEN,2025-12-26T21:35:55+01:00
3088,3088 - PLACE GUICHARD,"65, Rue Mazenod",Lyon 3e Arrondissement,45.75882,4.846453,16,7,OPEN,2025-12-26T21:31:48+01:00
10059,10059 - ANATOLE FRANCE / ZOLA,"Face 145, Rue Anatole France",Villeurbanne,45.76884,4.884276,13,9,OPEN,2025-12-26T21:36:01+01:00
8040,8040 - AMBROISE PARÉ,"39, Boulevard Ambroise Paré",Lyon 8e Arrondissement,45.736289,4.883667,24,10,OPEN,2025-12-26T21:36:16+01:00
9040,9040 - PLACE RHODIACETA,"53, Rue du Chapeau Rouge",Lyon 9e Arrondissement,45.770991,4.807578,12,1,OPEN,2025-12-26T21:30:51+01:00
6016,6016 - VIABERT / THIERS,"161, Avenue Thiers",Lyon 6e Arrondissement,45.766032,4.862063,16,9,OPEN,2025-12-26T21:35:13+01:00
6008,6008 - PLACE JULES FERRY,"17, Place Jules Ferry",Lyon 6e Arrondissement,45.7684,4.858972,20,20,OPEN,2025-12-26T21:35:51+01:00
2019,2019 - SUCRIERE,Place Chevalier de Saint-Georges,Lyon 2e Arrondissement,45.736216,4.815348,20,6,OPEN,2025-12-26T21:32:30+01:00
5004,5004 - SAINT-JEAN,"2, Place Saint Jean",Lyon 5e Arrondissement,45.760468,4.826548,39,37,OPEN,2025-12-26T21:32:59+01:00
10030,10030 - GREUZE,"2, Rue Greuze",Villeurbanne,45.773845,4.893851,18,2,OPEN,2025-12-26T21:28:44+01:00
10118,10118 - VOYANT / CHAMBFORT,"93, Rue Pierre Voyant",Villeurbanne,45.767194,4.900597,22,7,OPEN,2025-12-26T21:36:02+01:00
1022,1022 - PLACE TOLOZAN,"18, Place Tolozan",Lyon 1er Arrondissement,45.769508,4.837495,36,9,OPEN,2025-12-26T21:36:15+01:00
8060,8060 - SANTY / BEAUVISAGE,"Face 9, Rue Pierre Verger",Lyon 8e Arrondissement,45.731708,4.874205,17,12,OPEN,2025-12-26T21:31:01+01:00
3031,3031 - CORNEILLE / SERVIENT,"126, Rue Pierre Corneille",Lyon 3e Arrondissement,45.759906,4.844511,13,7,OPEN,2025-12-26T21:30:40+01:00
10001,10001 - IUT / FEYSSINE,"Face 102, Rue de la Technologie",Villeurbanne,45.785632,4.882366,30,6,OPEN,2025-12-26T21:33:59+01:00
3043,3043 - PLACE ROUGET DE L'ISLE,"Face 35, Avenue Lacassagne",Lyon 3e Arrondissement,45.753975,4.867336,16,16,OPEN,2025-12-26T21:36:09+01:00
6001,6001 - GARE DES BROTTEAUX,"4, Place Jules Ferry",Lyon 6e Arrondissement,45.766893,4.858922,16,16,OPEN,2025-12-26T21:32:51+01:00
20001,20001 - OULLINS - GARE,Avenue du Rhône,Oullins,45.717001,4.814072,40,15,OPEN,2025-12-26T21:30:52+01:00
10114,10114 - BEL AIR / LES BROSSES,"Face 6, Avenue de Bel Air",Villeurbanne,45.757931,4.910776,20,11,OPEN,2025-12-26T21:33:31+01:00
4008,4008 - CLOS SAVARON,"Face 19, Rue Clos Savaron",Lyon 4e Arrondissement,45.782631,4.825576,20,11,OPEN,2025-12-26T21:35:53+01:00
10071,10071 - LYCÉE MARIE CURIE,"33, Boulevard Eugène Réguillon",Villeurbanne,45.761532,4.895763,15,10,OPEN,2025-12-26T21:30:41+01:00
10038,10038 - CONDORCET,"Face 74, Boulevard du 11 Novembre 1918",Villeurbanne,45.779062,4.866874,23,10,OPEN,2025-12-26T21:34:43+01:00
10060,10060 - SAINT EXUPÉRY,"33, Avenue Antoine de Saint-Exupéry",Villeurbanne,45.758874,4.878683,15,8,OPEN,2025-12-26T21:33:03+01:00
4005,4005 - PLACE BERTONE,"Face 1, Place Marcel Bertone",Lyon 4e Arrondissement,45.77762,4.83453,12,4,OPEN,2025-12-26T21:29:07+01:00
7031,7031 - JAURÈS / GERLAND,"Face 45, Rue de Gerland",Lyon 7e Arrondissement,45.739827,4.840308,20,13,OPEN,2025-12-26T21:31:23+01:00
9050,9050 - ALLEE DE L'EUROPE,"228, Avenue du Plateau",Lyon 9e Arrondissement,45.783698,4.794485,12,7,OPEN,2025-12-26T21:34:55+01:00
10087,10087 - BARATIN,"76, Rue Pierre Baratin",Villeurbanne,45.760603,4.900702,12,7,OPEN,2025-12-26T21:34:33+01:00
4026,4026 - BIRMINGHAM,Avenue de Birmingham,Lyon 4e Arrondissement,45.774632,4.813425,20,11,OPEN,2025-12-26T21:34:12+01:00
2020,2020 - MUSÉE DES CONFLUENCES,"86, Quai Perrache",Lyon 2e Arrondissement,45.733388,4.818954,20,1,OPEN,2025-12-26T21:30:33+01:00
17003,17003 - ST FONS - THEATRE,5 rue Paul Vaillant Couturier,Saint-Fons,45.708479,4.862074,18,4,OPEN,2025-12-26T21:31:40+01:00
4001,4001 - CONSERVATOIRE BIS,"3, Quai Joseph Gillet",Lyon 1er Arrondissement,45.770392,4.814254,22,18,OPEN,2025-12-26T21:29:25+01:00
10043,10043 - SALENGRO / FEYSSINE,"Face 44, Rue de la Feyssine",Villeurbanne,45.782994,4.890614,20,2,OPEN,2025-12-26T21:35:15+01:00
5007,5007 - PLACE DE TRION,Place de Trion,Lyon 5e Arrondissement,45.757916,4.81317,16,5,OPEN,2025-12-26T21:34:58+01:00
3015,3015 - SERVIENT / GARIBALDI,"Face 112, Rue Servient",Lyon 3e Arrondissement,45.760779,4.85276,32,12,OPEN,2025-12-26T21:36:27+01:00
8037,8037 - CAZENEUVE,"Face 42, Rue Paul Cazeneuve",Lyon 8e Arrondissement,45.734027,4.862906,19,5,OPEN,2025-12-26T21:28:03+01:00
7018,7018 - LYCEE LOUISE LABE,"1, Rue Crépet",Lyon 7e Arrondissement,45.740279,4.8320609999999995,20,7,OPEN,2025-12-26T21:34:28+01:00
2015,2015 - RÉPUBLIQUE / STELLA,"1, Rue Stella",Lyon 2e Arrondissement,45.760698,4.836279,27,23,OPEN,2025-12-26T21:34:11+01:00
10056,10056 - 11 NOVEMBRE / GASTON BERGER,"Face 110, Avenue du 11 novembre 1918",Villeurbanne,45.779066,4.871581,35,7,OPEN,2025-12-26T21:35:38+01:00
3029,3029 - PLACE ARISTIDE BRIAND,"Face 303, Rue Duguesclin",Lyon 3e Arrondissement,45.752967,4.850271,38,20,OPEN,2025-12-26T21:35:40+01:00
10061,10061 - RÉPUBLIQUE,"103, Cours Emile Zola ",Villeurbanne,45.7708541,4.8726116,17,15,OPEN,2025-12-26T21:34:22+01:00
4003,4003 - PLACE COMMANDANT  ARNAUD,"Face 1, Place Commandant Arnaud",Lyon 4e Arrondissement,45.779731,4.834708,17,6,OPEN,2025-12-26T21:34:41+01:00
